Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,total_CO2_EMISSION
Construction,Oceania,India,2013,50.95,805.75,56.39,52.13,32.13,14.94,1012.29
Manufacturing,Africa,India,2021,241.55,962.23,29.17,195.43,9.33,2.22,1439.93
Construction,Africa,Brazil,2008,56.98,5.57,8.57,134.91,41.68,5.71,253.42
Energy,Europe,South Africa,2011,133.08,523.93,73.13,2.13,32.02,18.03,782.32
Energy,Europe,Australia,2016,286.37,453.49,30.5,103.3,5.75,17.7,897.11
Energy,South America,China,2015,184.01,414.79,31.07,33.27,42.41,19.42,724.97
Mining,North America,China,2011,149.57,504.09,64.02,144.65,37.98,0.64,900.95
Construction,Asia,South Africa,2009,108.39,403.8,66.66,13.11,0.47,2.38,594.81
Manufacturing,South America,Australia,2001,156.36,344.34,47.46,68.2,12.8,19.37,648.53
Manufacturing,South America,Australia,2002,220.42,115.25,55.69,62.77,13.54,5.85,473.52
Manufacturing,Asia,USA,2004,246.85,500.1,84.9,178.31,23.02,14.58,1047.76
Manufacturing,Oceania,Brazil,2015,195.13,821.14,10.8,174.73,11.6,18.94,1232.34
Mining,Asia,China,2020,237.2,105.18,6.63,164.69,41.4,16.59,571.69
Manufacturing,Africa,India,2012,26.98,738.62,65.66,149.28,35.12,7.77,1023.43
Mining,North America,China,2017,4.81,268.13,60.42,190.9,1.6,12.4,538.26
Construction,Oceania,Brazil,2001,220.46,381.55,18.67,38.32,35.38,8.52,702.9
Energy,Europe,South Africa,2000,78.88,988.09,52.24,164.01,47.57,6.26,1337.05
Manufacturing,North America,Germany,2008,263.36,675.37,74.59,134.72,24.75,14.89,1187.68
Energy,North America,South Africa,2017,160.99,719.25,73.2,140.31,9.19,19.62,1122.56
Construction,Europe,India,2004,143.82,602.59,59.61,85.43,44.03,9.09,944.57
Construction,North America,China,2002,231.96,322.7,13.13,130.48,33.01,11.08,742.36
Manufacturing,Oceania,South Africa,2004,222.46,675.28,30.47,47.56,21.46,8.75,1005.98
Construction,Oceania,India,2011,211.43,457.54,40.64,106.09,20.67,19.52,855.89
Energy,Oceania,Canada,2007,207.13,832.17,78.85,194.14,14.18,14.54,1341.01
Manufacturing,South America,Australia,2007,154.86,571.27,54.43,136.98,5.4,10.1,933.04
Mining,South America,USA,2021,277.98,771.35,73.35,135.12,43.62,15.24,1316.66
Manufacturing,Oceania,Canada,2006,267.25,848.58,92.36,47.14,49.16,3.06,1307.55
Energy,Europe,Canada,2001,99.16,821.21,62.43,168.18,47.31,0.76,1199.05
Manufacturing,Europe,India,2000,241.51,402.41,23.79,184.68,8.55,10.25,871.19
Manufacturing,Asia,China,2000,267.39,369.07,14.04,21.76,21.01,13.89,707.16
Energy,Asia,USA,2007,185.67,869.13,0.15,90.54,14.66,2.17,1162.32
Manufacturing,Oceania,USA,2016,166.9,143.53,17.65,133.2,17.22,5.34,483.84
Manufacturing,North America,Canada,2022,201.73,279.76,26.99,176.71,16.22,19.63,721.04
Energy,North America,USA,2004,49.34,121.45,27.05,107.43,46.48,3.6,355.35
Construction,Europe,Germany,2013,26.66,42.57,66.74,84.07,47.35,3.31,270.7
Energy,North America,Germany,2007,246.14,616.05,15.11,7.95,2.12,7.6,894.97
Manufacturing,Africa,USA,2019,172.21,900.83,43.6,110.33,26.85,19.99,1273.81
Mining,South America,Canada,2017,37.19,129.85,0.59,65.93,33.13,6.27,272.96
Mining,North America,South Africa,2022,125.19,795.81,26.19,198.63,12.37,4.15,1162.34
Energy,North America,Canada,2006,89.82,379.65,4.2,119.66,3.16,3.62,600.11
Mining,Asia,South Africa,2013,262.71,618.33,70.99,43,3.85,15.9,1014.78
Manufacturing,Africa,South Africa,2013,152.41,763.86,35.5,198.52,36.92,16.73,1203.94
Manufacturing,North America,China,2005,173.47,710.22,48.06,118.25,18.32,14.32,1082.64
Energy,South America,USA,2002,70.97,137.14,76.17,153.88,28.25,17.66,484.07
Manufacturing,North America,South Africa,2020,239.82,115.83,86.31,193.8,15.9,18.06,669.72
Construction,Europe,USA,2013,279.07,924.23,51.72,150.13,40.77,15.87,1461.79
Manufacturing,Africa,India,2013,237.85,79.93,65.01,188.68,4.76,12.99,589.22
Energy,North America,South Africa,2002,148.11,218.79,73.62,72.47,0.86,15.45,529.3
Construction,Africa,Canada,2009,250.61,438.63,28.6,10.4,22.12,19.19,769.55
Construction,North America,India,2008,56.79,821.1,70.76,192.79,20.24,14.33,1176.01
Mining,South America,India,2020,34.47,602.82,65.4,109.59,0.93,14.82,828.03
Manufacturing,South America,South Africa,2006,131.75,571.4,44.36,154.29,41.47,6.9,950.17
Energy,Africa,Brazil,2006,54.87,692.11,34.14,110.33,26.95,9.66,928.06
Mining,Oceania,India,2006,78.12,802.26,97.37,152.23,42.05,19.23,1191.26
Mining,Asia,South Africa,2011,175.74,232.91,98.63,12.02,22.94,17.75,559.99
Manufacturing,Asia,Australia,2003,121.47,19.39,69.54,13.46,31.02,3.08,257.96
Manufacturing,Europe,India,2019,259.83,127.63,38.48,183.97,1.49,1.99,613.39
Energy,Oceania,China,2012,68.07,165.58,75.18,87.21,39.2,9.14,444.38
Mining,Asia,Germany,2002,299.04,40.5,67.96,60.25,3.23,3.62,474.6
Energy,Africa,Germany,2019,108.14,747.64,54.54,182.98,13.71,19.22,1126.23
Mining,Asia,Germany,2008,154.86,884.98,13.27,199.77,23.53,15.1,1291.51
Mining,Europe,Australia,2020,40.13,710.79,94.67,122.88,12.66,16.8,997.93
Mining,North America,Brazil,2021,174,189.03,23.35,112.03,3.04,13.17,514.62
Manufacturing,Asia,USA,2019,288.4,606.64,39.39,183.51,35.27,15.81,1169.02
Mining,Africa,India,2012,224.94,520.84,34.31,35.75,19.81,4.6,840.25
Mining,Africa,Australia,2000,73.59,820.05,15.46,126.63,37.02,19.74,1092.49
Mining,Europe,China,2022,133.06,942.33,2.55,161.28,12.03,11.87,1263.12
Construction,Europe,Brazil,2022,127.92,743.06,92.99,147.92,23.7,6.84,1142.43
Manufacturing,South America,Australia,2005,29.84,512.78,73.97,149.7,17.8,19.74,803.83
Construction,South America,Germany,2019,265.81,511.29,2.17,161.02,21.81,0.51,962.61
Manufacturing,South America,Brazil,2007,114.75,807.88,68.81,42.55,48.65,13.84,1096.48
Energy,North America,Australia,2016,148.53,122.95,13.06,111.13,20.02,16.58,432.27
Construction,Africa,China,2017,87.73,153.74,72.43,22.05,25.8,1.82,363.57
Energy,South America,South Africa,2003,46.14,343.84,50.57,18.24,47.98,16.25,523.02
Mining,Africa,Brazil,2011,270.68,747.27,97.79,163.58,2.56,14.13,1296.01
Energy,Europe,Germany,2021,11.7,66.44,43.29,162.41,16,6.09,305.93
Energy,North America,USA,2015,120.26,344.65,74.92,36.56,10.28,2.39,589.06
Energy,Europe,Australia,2017,219.34,318.88,4.23,113.16,22.66,15.51,693.78
Energy,Africa,Germany,2009,93,485.99,93.56,7.89,6.03,18.44,704.91
Manufacturing,Oceania,Australia,2003,134.09,463.98,56.29,74.22,23.08,8.66,760.32
Construction,Oceania,Germany,2001,169.56,714.55,31.49,29.53,14.63,11.48,971.24
Manufacturing,South America,Germany,2014,298.53,625.75,12.78,74.55,48.41,8.07,1068.09
Manufacturing,Oceania,Australia,2008,227.61,902.82,64.12,116.03,8.08,15.27,1333.93
Manufacturing,Europe,Brazil,2014,290.15,181.07,74.65,160.95,23.28,17.24,747.34
Energy,Oceania,China,2004,208.1,432.36,8.62,102.7,34.32,12.26,798.36
Manufacturing,Asia,Germany,2018,81.08,400.4,16.55,186.3,30.19,9.79,724.31
Construction,North America,Canada,2002,86.6,112.96,38.6,20.31,16.63,14.18,289.28
Manufacturing,Africa,South Africa,2016,246.83,165.25,85.19,107.82,13.41,8.56,627.06
Mining,South America,Brazil,2012,128.6,336.96,98.29,181.43,20.57,12.38,778.23
Energy,Europe,China,2002,111.38,734.93,74.53,46.95,3.59,10.33,981.71
Mining,North America,USA,2003,283.56,150.59,0.66,154.2,17.14,3.64,609.79
Construction,South America,Canada,2017,4.46,265.69,90.36,51.11,29.92,8.01,449.55
Construction,Europe,Germany,2002,157.73,676.58,2.75,195.54,49.43,5.27,1087.3
Construction,Oceania,India,2013,232.64,596.86,89.72,151.41,31.64,5.63,1107.9
Construction,Africa,Brazil,2015,220.98,104.84,41.09,130.69,47.34,0.38,545.32
Manufacturing,Asia,South Africa,2011,110.59,943.73,74.21,174.63,0.37,16.57,1320.1
Energy,Asia,USA,2010,160.93,148.45,8.8,117.58,38.68,0.66,475.1
Construction,Oceania,USA,2001,2.17,61.88,16.58,58.52,23.25,15.35,177.75
Mining,Africa,USA,2000,160.68,304.6,45.13,63.68,30.95,3.46,608.5
Construction,North America,Brazil,2012,177.33,26.95,3.95,117.8,17.98,18.68,362.69
Energy,Africa,China,2017,262.5,31.21,39.04,105.66,14.77,16.12,469.3
Mining,Oceania,India,2017,63.62,578.94,75.22,181.61,17.64,2.4,919.43
Mining,Europe,Canada,2012,247.63,893,65.51,108.43,29.97,16.09,1360.63
Mining,North America,South Africa,2003,215.56,402.84,35.24,102.2,30.92,7.23,793.99
Manufacturing,Asia,China,2000,199.98,302.49,0.98,89.73,27.65,18.29,639.12
Construction,Oceania,Germany,2014,118.62,914.67,27.04,25.82,20.41,10.22,1116.78
Manufacturing,Europe,India,2016,110.55,61.93,77.65,24.21,39.17,14.69,328.2
Mining,Oceania,China,2005,211.13,473.58,34.12,133.61,39.86,0.55,892.85
Manufacturing,South America,Germany,2004,297.07,252.98,37.81,91.81,36.11,1.21,716.99
Manufacturing,South America,Australia,2000,121.9,382.02,7.51,109.29,8.71,0.12,629.55
Manufacturing,South America,India,2021,275.62,411.09,60.21,185.42,18.5,0.74,951.58
Construction,Asia,Brazil,2015,176.17,545.37,62.23,156.62,45.52,11.09,997
Mining,Africa,South Africa,2013,260.52,453.52,43.14,75.97,23.39,15.7,872.24
Mining,North America,Australia,2004,65.55,988.06,76.08,155.61,26.16,1.13,1312.59
Construction,Asia,South Africa,2002,228.79,26,87.7,194.74,41.05,5.54,583.82
Manufacturing,Europe,Germany,2002,250.57,757.78,75.08,32.76,46.93,9.27,1172.39
Manufacturing,Europe,China,2011,249.73,51.47,54.48,179.37,46.82,10.18,592.05
Energy,South America,India,2017,235.52,431.35,93.58,70.92,12.83,13.33,857.53
Energy,North America,Germany,2008,91.61,202.25,38.28,147.19,3.74,1.57,484.64
Energy,South America,Germany,2022,156.82,945.33,65.51,135.92,26.01,15.37,1344.96
Construction,Europe,Brazil,2016,90.26,722.63,57.57,141.45,34.89,3.04,1049.84
Mining,Europe,Germany,2016,103.22,463.12,84.17,178.39,38.43,8.33,875.66
Energy,Africa,India,2019,90.72,952.27,50.01,126.13,33.33,5.75,1258.21
Mining,Africa,USA,2017,85.63,721.43,55.39,38.22,4.53,9.9,915.1
Mining,Africa,India,2002,208.18,951.96,45.44,133.82,16.79,4.25,1360.44
Mining,South America,India,2017,195.25,704.72,14.14,67.77,0.4,14.31,996.59
Construction,Oceania,Brazil,2014,61.68,78.17,88.65,190.88,39.68,12.3,471.36
Construction,North America,Brazil,2000,207.61,616.5,86.2,62.72,4.36,12.63,990.02
Construction,Africa,South Africa,2002,87.68,980.36,70.28,48.29,30.09,14.41,1231.11
Construction,Asia,Australia,2006,60.91,214.58,34.84,3.21,17.25,4.31,335.1
Energy,Africa,South Africa,2009,224.3,792.84,35.57,172.43,23.13,11.38,1259.65
Manufacturing,South America,Germany,2008,109.18,185.04,3.7,183.22,14.69,11.21,507.04
Manufacturing,North America,Canada,2008,171.02,452.51,7.86,13.62,36.97,13.17,695.15
Manufacturing,Africa,South Africa,2007,60.44,85.12,51.43,82.98,16.63,15.64,312.24
Energy,North America,Brazil,2005,184.3,340.92,5.08,83.78,35.81,18.01,667.9
Manufacturing,Asia,Germany,2000,62.79,776.34,10.01,160.08,19.24,2.52,1030.98
Energy,Europe,USA,2015,50.48,45.75,25.2,68.81,20.48,2.47,213.19
Energy,North America,China,2009,116.27,320.54,37.43,68.74,27.31,2.37,572.66
Energy,Oceania,Brazil,2010,237.12,629.94,48.99,66.41,21.81,17.85,1022.12
Manufacturing,Africa,Australia,2011,53.37,948.58,32.52,85.9,29.59,6.96,1156.92
Mining,South America,Canada,2021,35.55,245.73,94.07,128.57,45.9,13.38,563.2
Manufacturing,Oceania,Brazil,2002,9.98,173.56,95.09,193.71,18.15,7.37,497.86
Manufacturing,Oceania,USA,2005,125.08,204.07,5.7,105.68,35.53,9.57,485.63
Construction,South America,Australia,2007,84.97,237.19,98.54,77.96,43.69,12.47,554.82
Energy,South America,Brazil,2022,87.99,638.5,17.37,3.62,4.19,8.51,760.18
Mining,South America,South Africa,2012,294.59,998.67,33.2,32.13,27.95,1.9,1388.44
Construction,Oceania,South Africa,2018,58.64,523.83,83.72,189.62,6.02,11.59,873.42
Mining,North America,South Africa,2007,137.8,271.8,68.8,52.02,39.41,17.72,587.55
Mining,South America,Canada,2020,295.92,747.09,5.92,40.43,18.61,10.33,1118.3
Energy,Europe,USA,2022,9.67,158.67,77.48,34.53,25.63,18.17,324.15
Manufacturing,Oceania,Germany,2012,209.15,30.5,66.36,117.66,26.67,11.63,461.97
Energy,Oceania,Canada,2003,111.64,605.46,95.05,79.05,29.21,13.46,933.87
Energy,Oceania,Brazil,2002,271.88,210.69,91.01,116.83,48.98,6.37,745.76
Construction,Asia,Brazil,2021,273.63,399.54,97.53,194.81,25.64,8.41,999.56
Energy,North America,South Africa,2019,116.47,231.52,45.54,15.01,37.53,12.19,458.26
Manufacturing,North America,Germany,2002,66.83,918.1,70.68,27.03,48.83,15.92,1147.39
Mining,South America,Canada,2021,128.69,338.32,96.19,114.76,38.2,14.39,730.55
Energy,Oceania,Brazil,2011,289.61,449.35,0.31,32.88,41.71,13.15,827.01
Mining,Oceania,Canada,2004,84.78,235.23,78.91,132.71,2.32,19.01,552.96
Energy,South America,India,2005,294.4,85.31,5.49,162.86,9.52,0.99,558.57
Mining,North America,USA,2017,245.91,512.8,99.89,145.58,33.97,17.85,1056
Energy,South America,China,2019,80.6,868.79,1.49,63.54,45.1,8.62,1068.14
Construction,South America,India,2013,237.43,352.01,55.51,167.65,3.25,3.69,819.54
Mining,South America,Australia,2004,15.41,781.08,52.14,102.11,40.49,2.25,993.48
Energy,South America,China,2010,164.64,33.1,30.54,156.64,9.4,19.61,413.93
Energy,South America,India,2008,107.53,235.89,73.26,192.38,22.33,19.12,650.51
Construction,Africa,India,2016,128.37,131.93,25.77,93.09,42.21,19.77,441.14
Construction,Africa,Australia,2011,142.12,403.18,29.15,93.07,8.66,12.06,688.24
Construction,Oceania,Canada,2000,151.06,894.39,18.12,49.92,32.8,10.16,1156.45
Mining,Oceania,Australia,2000,197.1,373.83,71.44,24.68,41.49,13.5,722.04
Mining,Africa,India,2003,209.18,603.52,17.09,147.04,31.38,6.67,1014.88
Construction,North America,USA,2021,292.72,898.19,89.78,149.67,1.49,6.31,1438.16
Manufacturing,Asia,China,2017,228.95,360.11,28.85,98.91,32.79,11.2,760.81
Manufacturing,North America,Germany,2016,206.5,366.07,51.91,151.38,9.22,17.38,802.46
Energy,Oceania,Germany,2011,118.04,88.44,47.56,48.81,9.08,19.23,331.16
Manufacturing,Africa,South Africa,2019,35.78,349.38,70.27,0.79,19.63,6.92,482.77
Energy,North America,Canada,2021,18.11,746.29,23.48,6.63,38.66,17.99,851.16
Mining,Asia,Canada,2011,143.57,844.71,83.88,111.72,4.96,2.69,1191.53
Mining,South America,Canada,2004,200.64,722.89,73.82,10.31,24.38,2.86,1034.9
Manufacturing,Europe,Brazil,2000,195.22,7.42,34.33,165.91,44.47,19.09,466.44
Mining,Africa,USA,2018,285.88,117.42,12.12,142.77,24.17,18.67,601.03
Construction,Africa,Canada,2006,115.04,731.12,50.53,175.13,15.64,2.46,1089.92
Construction,Asia,South Africa,2014,188.52,942.43,98.05,137.77,13.99,18.26,1399.02
Manufacturing,South America,South Africa,2013,266.42,695.51,2.52,12.48,49.41,9.7,1036.04
Manufacturing,South America,USA,2002,121.52,226.49,84.5,64.07,5.48,16.77,518.83
Energy,Europe,USA,2004,143.58,108,70.01,71.45,20.65,5.91,419.6
Mining,South America,India,2005,276.93,877.08,18.4,116.13,37.5,14.14,1340.18
Energy,Asia,USA,2010,165.3,99.48,47.69,192.56,15.42,17.59,538.04
Energy,Oceania,Germany,2018,239.98,151.46,62.81,154,42.23,16,666.48
Construction,South America,USA,2021,280.72,596.89,69.7,50.5,30.83,7.14,1035.78
Construction,Oceania,Australia,2001,171.53,190.4,92.14,19.59,23.1,1.73,498.49
Construction,Oceania,India,2011,33.2,227.98,87.32,179.42,46.26,17.05,591.23
Construction,Asia,China,2022,246.6,142.69,32.91,115.79,18.8,7.55,564.34
Energy,Africa,South Africa,2013,245.43,944.35,12.09,29.14,48.29,12,1291.3
Construction,Africa,Canada,2008,34.94,125.36,10.52,167.3,3.71,0.4,342.23
Mining,Africa,USA,2019,164.66,931.37,96.88,126.53,2.06,19.38,1340.88
Construction,North America,Australia,2015,146.38,326.53,95.59,177.93,4.18,2.83,753.44
Construction,Africa,Australia,2016,254.23,821.65,81.97,152.29,4.34,13,1327.48
Construction,Asia,South Africa,2016,82.75,950.02,98.05,104.27,11.68,16.19,1262.96
Manufacturing,Europe,China,2001,128.17,519.5,27.49,112.8,20.43,2.27,810.66
Mining,South America,Brazil,2009,181.63,770.29,82.57,104.71,40.59,11.46,1191.25
Mining,Africa,India,2010,155.41,266.38,50.27,11.03,19.59,19.25,521.93
Energy,North America,South Africa,2002,286.53,383.27,79.94,186.95,6.42,18.19,961.3
Energy,Oceania,USA,2001,288.22,553.21,61.12,197.53,1.65,5.55,1107.28
Construction,North America,Brazil,2003,24.93,850.54,84.63,60.95,27.93,19.23,1068.21
Manufacturing,Asia,Brazil,2007,89.71,620.93,39.79,163.9,11.64,19.28,945.25
Energy,Europe,China,2018,2.76,22.59,98.92,199.51,18.11,9.15,351.04
Energy,Africa,South Africa,2019,125.65,305.13,22,3.98,12.17,3.21,472.14
Construction,Africa,South Africa,2017,198.81,865.04,67.29,64.53,20.33,1.42,1217.42
Construction,North America,Germany,2000,141.65,240.62,80.28,114.04,48.66,9.05,634.3
Energy,Asia,Germany,2022,20.62,368.24,58.62,78.94,48.66,10.8,585.88
Energy,North America,Germany,2001,59.19,389.92,29.1,193.57,35.68,5.26,712.72
Mining,North America,South Africa,2007,52.4,154.88,56.17,38.44,11.9,0.17,313.96
Manufacturing,Europe,South Africa,2009,153.58,350.14,50.52,78.67,42.71,2.81,678.43
Mining,Asia,Germany,2018,203.47,817.51,19.09,146.63,0.63,4.89,1192.22
Energy,Europe,India,2006,95.24,849.17,76.34,159.41,25.78,6.32,1212.26
Mining,Asia,Australia,2016,39.57,581.11,26.79,20.29,43.86,8.38,720
Mining,Africa,Australia,2002,239.68,678.9,83.23,44.23,20.99,14.38,1081.41
Energy,South America,Australia,2014,257.58,534.81,21.51,26.51,12.33,15.68,868.42
Construction,Oceania,Canada,2003,83.31,44.75,50.28,100.05,31.34,7.07,316.8
Energy,South America,USA,2016,126.51,696.84,69.55,106.55,40.93,18.41,1058.79
Construction,Asia,USA,2010,25.04,996.55,99.58,147.47,33.5,3.59,1305.73
Energy,South America,India,2005,68.7,228.21,27.17,174.73,12.71,6.52,518.04
Energy,North America,China,2016,230.22,982.16,63.6,27.58,6.36,2.92,1312.84
Energy,Africa,Australia,2009,109.88,997.77,15.42,106.08,13.76,13.48,1256.39
Manufacturing,Oceania,Australia,2000,181.61,141.94,81.98,96.17,7.26,4.45,513.41
Construction,Oceania,USA,2017,283.88,926.17,86.16,179.11,47.93,13.65,1536.9
Manufacturing,Oceania,South Africa,2013,217.23,675.69,88.81,105.64,18.46,0.92,1106.75
Energy,Africa,Brazil,2018,136.31,466.64,94.56,46.17,48.38,4.23,796.29
Mining,South America,South Africa,2017,110.38,344.99,35.63,185.21,28.86,9.69,714.76
Manufacturing,Oceania,Canada,2021,57.56,629.99,66.68,186.21,34.55,15.55,990.54
Construction,Oceania,USA,2000,226.96,842.87,31.64,25.23,45.5,3.26,1175.46
Energy,Asia,Canada,2021,34.17,34.59,80.4,170.61,49.68,4.35,373.8
Manufacturing,North America,Canada,2000,18.89,535.69,41.62,167.43,47.46,12.23,823.32
Mining,Asia,India,2008,31.9,650.44,55.54,117.93,22.43,16.34,894.58
Manufacturing,South America,China,2013,73.25,26.09,13.39,94.63,34.67,11.27,253.3
Construction,Africa,USA,2002,188.32,889.13,85.06,37.04,19.48,12.35,1231.38
Manufacturing,Africa,India,2011,258.47,951.81,48.35,42.11,31.55,19.61,1351.9
Mining,Asia,Brazil,2016,297.79,612.69,64.08,52.67,26.16,15.9,1069.29
Mining,Europe,Germany,2016,219.58,117.44,66.96,16.23,1.03,9.23,430.47
Construction,Asia,Brazil,2001,44.22,932.45,27.5,142.42,43.31,1.82,1191.72
Mining,Europe,Brazil,2005,83.67,805.1,79.52,10.04,17.89,17.66,1013.88
Energy,Asia,Australia,2000,40.03,29.03,83.32,19.29,22.51,16.22,210.4
Mining,Europe,China,2022,35.11,579.37,51.62,33.12,17.3,8.6,725.12
Energy,Europe,USA,2011,170.54,114.98,90.25,137.82,24.21,16.05,553.85
Manufacturing,Oceania,Canada,2003,272.06,141.5,16.17,23.29,24.87,14.58,492.47
Energy,Oceania,Germany,2022,205.46,192.91,41.5,35.59,31.66,4.07,511.19
Energy,Europe,India,2015,240.29,396.49,4.53,187.37,18.85,3.6,851.13
Manufacturing,Europe,Germany,2019,152.67,876.44,39.92,56.85,11.48,15.65,1153.01
Mining,North America,USA,2010,142.86,31.56,99.7,138.84,19.9,11.25,444.11
Energy,Europe,China,2019,281.28,689.37,46.37,186.59,16.15,8.98,1228.74
Mining,Oceania,USA,2019,216.73,964.57,41.98,8.39,28.45,7.46,1267.58
Manufacturing,Europe,India,2009,138.07,641.41,68.81,93.36,36.35,14.41,992.41
Construction,Africa,Germany,2007,100.11,815.7,4.96,107.08,35.87,8.13,1071.85
Mining,North America,Brazil,2001,28.39,901.82,35.44,152.18,44.59,0.34,1162.76
Mining,Europe,USA,2007,246.38,714.94,53.35,192.83,10.35,6.32,1224.17
Construction,Oceania,Canada,2000,51.21,660.01,48.46,8.26,25.21,18.12,811.27
Construction,Oceania,South Africa,2022,154.75,18.46,64.28,76.14,31.25,7.44,352.32
Manufacturing,South America,China,2006,191.37,519.13,13.98,86.24,25.82,0.91,837.45
Mining,Oceania,China,2021,223.35,469.49,40.32,193.34,32.07,14.63,973.2
Mining,North America,Germany,2013,25.46,522.94,63.4,152.05,42.88,5.59,812.32
Manufacturing,Oceania,Brazil,2003,3.7,432.76,30.23,187.07,4.69,1.27,659.72
Mining,Africa,India,2020,211.95,906.6,61.33,27.17,18.7,16,1241.75
Energy,Asia,Brazil,2016,136.59,889.09,95.84,5.04,25.32,0.23,1152.11
Energy,Africa,Canada,2001,54.75,126.14,93.05,194.21,26.21,3.28,497.64
